Subject,Course Score,Learning Score,Quiz Score,Recommendation
Data Science and Analytics,81,99,70,IT Project Management
Data Science and Analytics,23,95,85,Data Science and Analytics
Data Science and Analytics,48,8,74,Data Science and Analytics
Data Science and Analytics,70,6,3,Data Science and Analytics
Data Science and Analytics,26,16,29,Data Science and Analytics
Data Science and Analytics,5,84,86,Data Science and Analytics
Data Science and Analytics,94,19,70,Data Science and Analytics
Data Science and Analytics,94,66,55,IT Project Management
Data Science and Analytics,29,69,15,Data Science and Analytics
Data Science and Analytics,9,58,34,Data Science and Analytics
Data Science and Analytics,85,22,99,Data Science and Analytics
Data Science and Analytics,79,16,4,Data Science and Analytics
Data Science and Analytics,20,33,52,Data Science and Analytics
Data Science and Analytics,19,16,41,Data Science and Analytics
Data Science and Analytics,21,46,86,Data Science and Analytics
Data Science and Analytics,33,38,69,Data Science and Analytics
Data Science and Analytics,70,59,66,Artificial Intelligence and Machine Learning
Data Science and Analytics,46,89,28,Data Science and Analytics
Data Science and Analytics,95,90,91,Artificial Intelligence and Machine Learning
Data Science and Analytics,27,33,43,Data Science and Analytics
Data Science and Analytics,47,86,51,IT Project Management
Data Science and Analytics,56,77,23,Data Science and Analytics
Data Science and Analytics,68,82,25,Data Science and Analytics
Data Science and Analytics,27,35,80,Data Science and Analytics
Data Science and Analytics,81,32,96,Data Science and Analytics
Data Science and Analytics,61,4,22,Data Science and Analytics
Data Science and Analytics,12,54,29,Data Science and Analytics
Data Science and Analytics,32,70,13,Data Science and Analytics
Data Science and Analytics,100,14,27,Data Science and Analytics
Data Science and Analytics,69,53,96,IT Project Management
Data Science and Analytics,49,98,79,IT Project Management
Data Science and Analytics,21,96,86,Data Science and Analytics
Data Science and Analytics,86,99,72,Artificial Intelligence and Machine Learning
Data Science and Analytics,64,27,40,Data Science and Analytics
Data Science and Analytics,34,83,74,Data Science and Analytics
Data Science and Analytics,94,21,62,Data Science and Analytics
Data Science and Analytics,95,81,25,Data Science and Analytics
Data Science and Analytics,26,9,4,Data Science and Analytics
Data Science and Analytics,60,58,62,Artificial Intelligence and Machine Learning
Data Science and Analytics,97,5,47,Data Science and Analytics
Data Science and Analytics,100,48,85,IT Project Management
Data Science and Analytics,99,90,98,Artificial Intelligence and Machine Learning
Data Science and Analytics,51,83,20,Data Science and Analytics
Data Science and Analytics,22,46,2,Data Science and Analytics
Data Science and Analytics,59,91,31,Data Science and Analytics
Data Science and Analytics,46,22,91,Data Science and Analytics
Data Science and Analytics,59,70,2,Data Science and Analytics
Data Science and Analytics,37,95,22,Data Science and Analytics
Data Science and Analytics,58,14,68,Data Science and Analytics
Data Science and Analytics,64,100,26,Data Science and Analytics
Data Science and Analytics,36,50,100,Data Science and Analytics
Data Science and Analytics,11,24,80,Data Science and Analytics
Data Science and Analytics,34,48,51,Data Science and Analytics
Data Science and Analytics,87,85,25,Data Science and Analytics
Data Science and Analytics,37,87,36,Data Science and Analytics
Data Science and Analytics,7,88,6,Data Science and Analytics
Data Science and Analytics,65,20,59,Data Science and Analytics
Data Science and Analytics,42,34,21,Data Science and Analytics
Data Science and Analytics,68,0,10,Data Science and Analytics
Data Science and Analytics,28,22,4,Data Science and Analytics
Data Science and Analytics,67,25,3,Data Science and Analytics
Data Science and Analytics,35,61,48,Data Science and Analytics
Data Science and Analytics,94,19,44,Data Science and Analytics
Data Science and Analytics,23,66,56,Data Science and Analytics
Data Science and Analytics,87,84,36,Data Science and Analytics
Data Science and Analytics,60,28,73,Data Science and Analytics
Data Science and Analytics,0,90,10,Data Science and Analytics
Data Science and Analytics,49,52,32,Data Science and Analytics
Data Science and Analytics,99,97,87,Artificial Intelligence and Machine Learning
Data Science and Analytics,4,23,85,Data Science and Analytics
Data Science and Analytics,12,38,33,Data Science and Analytics
Data Science and Analytics,41,39,98,Data Science and Analytics
Data Science and Analytics,87,37,87,Data Science and Analytics
Data Science and Analytics,72,87,32,Data Science and Analytics
Data Science and Analytics,54,83,14,Data Science and Analytics
Data Science and Analytics,87,12,56,Data Science and Analytics
Data Science and Analytics,96,47,26,Data Science and Analytics
Data Science and Analytics,39,31,1,Data Science and Analytics
Data Science and Analytics,17,73,82,Data Science and Analytics
Data Science and Analytics,83,13,61,Data Science and Analytics
Software Engineering and Development,16,0,66,Software Engineering and Development
Software Engineering and Development,6,61,36,Software Engineering and Development
Software Engineering and Development,2,71,26,Software Engineering and Development
Software Engineering and Development,91,70,21,Software Engineering and Development
Software Engineering and Development,69,84,9,Software Engineering and Development
Software Engineering and Development,56,38,62,Software Engineering and Development
Software Engineering and Development,74,28,10,Software Engineering and Development
Software Engineering and Development,88,92,33,Software Engineering and Development
